date,user_id,payment_method,discount_rate,app_time_min,paid_amount
2022-09-03,U0478,Pay,0.0,7,82185
2022-09-03,U0578,Card,0.0,1,61952
2022-09-03,U0733,Transfer,0.15,9,16897
2022-09-03,U0585,Card,0.0,1,65401
2022-09-03,U0792,,0.0,7,48097
2022-09-03,U0791,Card,0.15,24,15638
2022-09-03,U0788,Pay,0.0,10,45416
2022-09-03,U0782,Card,0.0,20,81623
2022-09-03,U0781,Pay,0.0,1,51629
2022-09-03,U0777,Card,0.05,3,51959
2022-09-03,U0766,Card,0.0,23,94992
2022-09-03,U0765,Pay,0.2,22,24024
2022-09-03,U0745,Card,0.15,17,32991
2022-09-03,U0735,,0.0,14,88246
2022-09-03,U0389,Pay,0.2,22,32405
2022-09-03,U0728,Voucher,0.0,25,28187
2022-09-03,U0583,Voucher,0.0,25,81428
2022-09-03,U0720,Card,0.0,4,90286
2022-09-03,U0710,Card,0.0,22,67396
2022-09-03,U0699,Pay,0.05,6,37221
2022-09-03,U0686,Transfer,0.2,29,33084
2022-09-03,U0681,Voucher,0.0,15,120012
2022-09-03,U0680,Pay,0.0,10,37810
2022-09-03,U0675,Pay,0.2,32,16392
2022-09-03,U0674,Pay,0.15,28,4723
2022-09-03,U0662,Pay,0.0,25,110210
2022-09-03,U0653,Pay,0.0,22,91935
2022-09-03,U0638,Card,0.0,4,62307
2022-09-03,U0635,Pay,0.0,10,69542
2022-09-03,U0610,Card,0.0,9,23019
2022-09-03,U0715,Pay,0.2,34,30773
2022-09-03,U0387,Voucher,0.0,21,52939
2022-09-03,U0748,Pay,0.0,17,62504
2022-09-03,U0382,Pay,0.2,23,27306
2022-09-03,U0179,Pay,0.0,20,70184
2022-09-03,U0177,Pay,0.0,1,47093
2022-09-03,U0173,Card,0.0,12,37520
2022-09-03,U0155,Transfer,0.25,1,16628
2022-09-03,U0148,Card,0.05,21,65569
2022-09-03,U0144,Pay,0.15,21,46437
2022-09-03,U0133,Pay,0.05,3,58478
2022-09-03,U0132,Card,0.0,34,191993
2022-09-03,U0128,Card,0.0,1,8741
2022-09-03,U0122,Card,0.0,13,76477
2022-09-03,U0100,Card,0.0,10,77950
2022-09-03,U0090,Voucher,0.0,10,63143
2022-09-03,U0180,Card,0.0,13,98717
2022-09-03,U0087,,0.3,10,24313
2022-09-03,U0080,Pay,0.0,21,68052
2022-09-03,U0076,Pay,0.0,14,84524
2022-09-03,U0070,Card,0.0,12,40363
2022-09-03,U0058,,0.0,27,61333
2022-09-03,U0056,Card,0.0,23,75282
2022-09-03,U0049,Pay,0.0,22,66066
2022-09-03,U0036,Voucher,0.05,15,55053
2022-09-03,U0022,Pay,0.05,23,94864
2022-09-03,U0019,Card,0.2,12,32037
2022-09-03,U0009,Transfer,0.3,16,36958
2022-09-03,U0004,Card,0.2,13,37317
2022-09-03,U0386,Card,0.1,26,82268
2022-09-03,U0083,Transfer,0.0,1,41067
2022-09-03,U0182,Pay,0.2,1,67352
2022-09-03,U0015,Pay,0.2,1,31577
2022-09-03,U0195,Card,0.0,7,87536
2022-09-03,U0186,Card,0.1,22,45429
2022-09-03,U0379,Card,0.3,13,38108
2022-09-03,U0371,Card,0.0,18,51626
2022-09-03,U0360,Card,0.0,9,74688
2022-09-03,U0315,Card,0.0,4,53297
2022-09-03,U0310,Transfer,0.0,14,2000
2022-09-03,U0309,Transfer,0.3,8,21373
2022-09-03,U0307,Voucher,0.0,4,95730
2022-09-03,U0304,Card,0.0,7,60352
2022-09-03,U0298,Card,0.0,18,43494
2022-09-03,U0297,Pay,0.05,16,38873
2022-09-03,U0293,Pay,0.0,20,74830
2022-09-03,U0292,Pay,0.0,12,71731
2022-09-03,U0366,Card,0.2,23,35372
2022-09-03,U0268,Pay,0.0,23,68486
2022-09-03,U0286,Transfer,0.05,4,51065
2022-09-03,U0210,Card,0.3,22,34076
2022-09-03,U0225,Card,0.15,12,16268
2022-09-03,U0235,Transfer,0.0,1,84474
2022-09-03,U0236,Pay,0.0,4,127321
2022-09-03,U0216,Card,0.0,25,96698
2022-09-03,U0242,Pay,0.0,15,36822
2022-09-03,U0244,Card,0.0,26,60628
2022-09-03,U0250,Pay,0.15,6,42673
2022-09-03,U0254,Card,0.0,18,110225
2022-09-03,U0237,Card,0.0,34,52361
2022-09-03,U0207,Card,0.0,44,100428
2022-09-04,U0576,Pay,0.3,18,34304
2022-09-04,U0559,Card,0.15,9,67704
2022-09-04,U0544,Card,0.25,8,24144
2022-09-04,U0540,Pay,0.0,18,26606
2022-09-04,U0520,Pay,0.0,13,60791
2022-09-04,U0517,Card,0.0,46,122477
2022-09-04,U0510,Card,0.0,12,67501
2022-09-04,U0503,Pay,0.0,3,78970
2022-09-04,U0498,Card,0.0,9,68349
2022-09-04,U0495,Pay,0.0,14,61984
2022-09-04,U0456,Pay,0.0,20,63939
2022-09-04,U0469,Pay,0.0,35,77862
2022-09-04,U0462,Card,0.0,15,33147
2022-09-04,U0458,Card,0.0,19,3416
2022-09-04,U0455,,0.15,17,29315
2022-09-04,U0451,Card,0.0,15,60635
2022-09-04,U0427,Voucher,0.0,34,74362
2022-09-04,U0426,Card,0.0,2,65250
2022-09-04,U0399,Voucher,0.0,15,37805
2022-09-04,U0381,Pay,0.0,5,41411
2022-09-04,U0581,Card,0.0,15,126451
2022-09-04,U0375,Card,0.0,22,135928
2022-09-04,U0480,Card,0.0,20,35751
2022-09-04,U0595,Pay,0.0,34,80039
2022-09-04,U0679,,0.0,13,62601
2022-09-04,U0622,Pay,0.05,6,45496
2022-09-04,U0372,Pay,0.0,22,62728
2022-09-04,U0797,Card,0.15,22,44842
2022-09-04,U0785,Pay,0.0,5,85633
2022-09-04,U0780,Transfer,0.0,36,103229
2022-09-04,U0774,Pay,0.0,21,61057
2022-09-04,U0763,Transfer,0.0,24,21576
2022-09-04,U0757,Pay,0.0,18,78496
2022-09-04,U0754,Card,0.0,12,44191
2022-09-04,U0751,Pay,0.0,19,38639
2022-09-04,U0742,Pay,0.15,14,23950
2022-09-04,U0737,Pay,0.0,8,28125
2022-09-04,U0734,Card,0.0,6,84648
2022-09-04,U0680,Card,0.0,18,58421
2022-09-04,U0666,Card,0.0,1,83088
2022-09-04,U0662,Card,0.0,26,87121
2022-09-04,U0660,Pay,0.0,37,58505
2022-09-04,U0659,Pay,0.0,4,58743
2022-09-04,U0645,Card,0.05,13,21855
2022-09-04,U0637,Card,0.0,2,64586
2022-09-04,U0633,Card,0.0,37,47333
2022-09-04,U0629,Card,0.0,23,33991
2022-09-04,U0628,Pay,0.25,27,58208
2022-09-04,U0625,Card,0.15,23,37946
2022-09-04,U0602,Card,0.0,19,31014
2022-09-04,U0371,Card,0.0,31,39164
2022-09-04,U0246,Pay,0.0,21,86813
2022-09-04,U0332,Card,0.0,24,87499
2022-09-04,U0149,Pay,0.0,20,97225
2022-09-04,U0146,Pay,0.1,8,34265
2022-09-04,U0142,Card,0.0,12,78417
2022-09-04,U0140,Card,0.0,10,57661
2022-09-04,U0134,Pay,0.0,16,35819
2022-09-04,U0128,Pay,0.0,17,52590
2022-09-04,U0120,Card,0.2,13,32156
2022-09-04,U0116,Pay,0.0,1,40415
2022-09-04,U0104,Pay,0.0,7,47687
2022-09-04,U0097,,0.0,14,89787
2022-09-04,U0161,Pay,0.0,6,63806
2022-09-04,U0089,Transfer,0.0,25,18848
2022-09-04,U0080,Pay,0.0,11,46548
2022-09-04,U0068,Card,0.0,1,50819
2022-09-04,U0337,Pay,0.15,14,33275
2022-09-04,U0051,Pay,0.1,4,44599
2022-09-04,U0049,Card,0.0,33,27047
2022-09-04,U0025,Card,0.0,24,90051
2022-09-04,U0024,Card,0.0,20,31888
2022-09-04,U0017,Card,0.0,18,97019
2022-09-04,U0014,Pay,0.0,13,32204
2022-09-04,U0003,Card,0.0,16,38676
2022-09-04,U0087,Card,0.1,10,68836
2022-09-04,U0168,Card,0.0,18,45246
2022-09-04,U0058,Card,0.0,21,68407
2022-09-04,U0171,Pay,0.0,20,15759
2022-09-04,U0170,Card,0.0,24,161355
2022-09-04,U0311,Pay,0.0,17,49033
2022-09-04,U0305,Pay,0.2,16,57205
2022-09-04,U0296,,0.0,5,54730
2022-09-04,U0284,Pay,0.0,22,64769
2022-09-04,U0281,Pay,0.0,5,23221
2022-09-04,U0267,Card,0.0,1,33252
2022-09-04,U0261,Card,0.0,14,71544
2022-09-04,U0259,Pay,0.0,9,67163
2022-09-04,U0255,Transfer,0.2,16,34388
2022-09-04,U0239,Transfer,0.25,20,38753
2022-09-04,U0288,Pay,0.2,5,32869
2022-09-04,U0228,Pay,0.0,15,39902
2022-09-04,U0185,Pay,0.05,1,29494
2022-09-04,U0236,Transfer,0.0,1,70662
2022-09-04,U0187,Transfer,0.0,25,70739
2022-09-04,U0197,Pay,0.0,4,65953
2022-09-04,U0193,Card,0.15,30,53421
2022-09-04,U0200,Card,0.3,38,32838
2022-09-04,U0207,Transfer,0.0,32,67763
2022-09-04,U0213,Card,0.3,15,32318
2022-09-04,U0216,Pay,0.05,10,62725
2022-09-04,U0199,Card,0.05,14,67336
2022-09-05,U0585,Pay,0.0,1,88239
2022-09-05,U0521,Pay,0.0,1,70949
2022-09-05,U0561,Card,0.0,17,79879
2022-09-05,U0556,Card,0.0,14,24815
2022-09-05,U0547,Card,0.0,6,30591
2022-09-05,U0535,Card,0.0,15,25372
2022-09-05,U0507,Card,0.0,4,95430
2022-09-05,U0472,Pay,0.0,3,65947
2022-09-05,U0495,Card,0.0,1,33127
2022-09-05,U0474,Card,0.0,12,27748
2022-09-05,U0433,Transfer,0.0,15,75090
2022-09-05,U0432,Card,0.0,22,51052
2022-09-05,U0414,Card,0.0,13,46411
2022-09-05,U0588,Card,0.05,19,68131
2022-09-05,U0500,Card,0.0,9,87449
2022-09-05,U0595,Pay,0.0,25,83926
2022-09-05,U0758,Transfer,0.0,22,19049
2022-09-05,U0613,Pay,0.0,29,67066
2022-09-05,U0413,Card,0.3,21,25998
2022-09-05,U0790,Card,0.0,30,39892
2022-09-05,U0789,Pay,0.0,28,82038
2022-09-05,U0775,Transfer,0.2,21,11631
2022-09-05,U0768,Card,0.0,16,24923
2022-09-05,U0746,Pay,0.0,1,67085
2022-09-05,U0603,Transfer,0.05,21,58535
2022-09-05,U0742,Transfer,0.1,16,50462
2022-09-05,U0735,Card,0.0,6,67026
2022-09-05,U0706,Card,0.0,16,31643
2022-09-05,U0683,Card,0.0,24,52216
2022-09-05,U0655,Pay,0.0,23,48204
2022-09-05,U0639,Card,0.0,13,66380
2022-09-05,U0614,Card,0.0,1,51440
2022-09-05,U0740,Card,0.0,25,103148
2022-09-05,U0393,Voucher,0.1,32,39334
2022-09-05,U0035,Card,0.0,17,64754
2022-09-05,U0362,Card,0.0,13,37839
2022-09-05,U0157,Card,0.0,23,144224
2022-09-05,U0155,Card,0.15,11,2000
2022-09-05,U0145,Card,0.0,21,39796
2022-09-05,U0142,Pay,0.0,1,55808
2022-09-05,U0139,Pay,0.0,24,130816
2022-09-05,U0126,Voucher,0.0,1,53939
2022-09-05,U0180,Card,0.0,27,146154
2022-09-05,U0112,Card,0.0,7,72133
2022-09-05,U0100,Pay,0.0,10,70398
2022-09-05,U0097,Card,0.0,30,110080
2022-09-05,U0062,Pay,0.0,35,11736
2022-09-05,U0059,Pay,0.25,17,46449
2022-09-05,U0371,Card,0.0,12,30679
2022-09-05,U0000,Card,0.0,15,45484
2022-09-05,U0111,Card,0.0,14,59620
2022-09-05,U0189,Pay,0.2,21,29892
2022-09-05,U0120,Voucher,0.0,10,57330
2022-09-05,U0201,Transfer,0.0,36,45325
2022-09-05,U0193,Card,0.0,28,56270
2022-09-05,U0358,Voucher,0.0,9,43694
2022-09-05,U0342,Card,0.0,7,105530
2022-09-05,U0318,Card,0.2,30,33850
2022-09-05,U0298,Transfer,0.0,34,71673
2022-09-05,U0269,Card,0.0,21,73947
2022-09-05,U0268,Pay,0.0,42,97922
2022-09-05,U0271,Card,0.0,22,82998
2022-09-05,U0233,Card,0.0,1,49002
2022-09-05,U0230,Voucher,0.0,3,87297
2022-09-05,U0227,Card,0.0,7,536293
2022-09-05,U0217,Card,0.0,17,31879
2022-09-05,U0215,Pay,0.0,13,39693
2022-09-05,U0206,Card,0.25,8,59199
2022-09-05,U0267,Pay,0.1,10,38043
2022-09-06,U0650,Pay,0.0,23,53096
2022-09-06,U0617,Card,0.05,20,86473
2022-09-06,U0647,Card,0.0,23,48062
2022-09-06,U0643,Card,0.0,18,28994
2022-09-06,U0641,Card,0.2,27,2468
2022-09-06,U0632,Card,0.05,7,52517
2022-09-06,U0605,Transfer,0.0,14,33722
2022-09-06,U0472,Card,0.0,16,65171
2022-09-06,U0575,Card,0.0,17,70113
2022-09-06,U0572,Pay,0.0,14,71610
2022-09-06,U0513,Pay,0.1,30,35867
2022-09-06,U0511,Transfer,0.15,24,58363
2022-09-06,U0493,Card,0.0,8,125665
2022-09-06,U0488,Pay,0.0,18,64801
2022-09-06,U0664,Card,0.15,19,58279
2022-09-06,U0589,,0.0,32,26636
2022-09-06,U0676,Card,0.2,19,31160
2022-09-06,U0792,Card,0.0,3,55510
2022-09-06,U0687,Card,0.1,22,31142
2022-09-06,U0797,Card,0.3,26,21323
2022-09-06,U0448,Card,0.0,14,62343
2022-09-06,U0782,Card,0.0,7,53082
2022-09-06,U0781,Pay,0.0,1,44702
2022-09-06,U0780,,0.0,22,62675
2022-09-06,U0773,Card,0.0,5,105393
2022-09-06,U0767,Pay,0.25,17,66353
2022-09-06,U0678,Pay,0.0,19,56944
2022-09-06,U0765,Card,0.0,27,42929
2022-09-06,U0738,Card,0.0,32,99216
2022-09-06,U0716,Card,0.2,25,26376
2022-09-06,U0713,Voucher,0.0,7,78457
2022-09-06,U0700,Card,0.0,27,40581
2022-09-06,U0696,Card,0.0,18,91846
2022-09-06,U0695,Card,0.0,23,46304
2022-09-06,U0694,Card,0.0,21,2000
2022-09-06,U0761,Transfer,0.0,17,122085
2022-09-06,U0442,Pay,0.1,19,36875
2022-09-06,U0462,Transfer,0.0,20,53616
2022-09-06,U0427,Pay,0.0,36,90280
2022-09-06,U0191,Pay,0.0,22,63229
2022-09-06,U0187,Transfer,0.0,15,96211
2022-09-06,U0181,Card,0.3,3,10732
2022-09-06,U0168,Card,0.0,16,25105
2022-09-06,U0144,Card,0.3,25,52001
2022-09-06,U0143,Pay,0.0,9,27928
2022-09-06,U0129,Pay,0.0,25,54078
2022-09-06,U0213,Card,0.0,24,39916
2022-09-06,U0117,Card,0.0,14,17709
2022-09-06,U0097,Transfer,0.05,47,60595
2022-09-06,U0088,Card,0.0,24,39709
2022-09-06,U0061,Pay,0.0,33,65008
2022-09-06,U0046,Pay,0.0,18,43444
2022-09-06,U0031,Card,0.1,30,63757
2022-09-06,U0018,Transfer,0.0,9,39167
2022-09-06,U0434,Card,0.1,11,43190
2022-09-06,U0113,Card,0.15,24,49479
2022-09-06,U0225,Voucher,0.15,23,27892
2022-09-06,U0136,Voucher,0.05,22,60225
2022-09-06,U0237,Card,0.0,48,112963
2022-09-06,U0236,Pay,0.0,2,103181
2022-09-06,U0400,Card,0.0,17,79065
2022-09-06,U0367,Pay,0.0,25,63347
2022-09-06,U0342,Pay,0.0,15,83618
2022-09-06,U0339,Card,0.0,10,55022
2022-09-06,U0335,Transfer,0.0,12,115042
2022-09-06,U0334,Card,0.0,18,104974
2022-09-06,U0333,Transfer,0.0,9,57508
2022-09-06,U0338,Card,0.0,7,83318
2022-09-06,U0313,Card,0.05,13,40524
2022-09-06,U0304,Pay,0.0,17,50980
2022-09-06,U0264,Pay,0.15,25,35189
2022-09-06,U0258,Card,0.15,26,23863
2022-09-06,U0255,Pay,0.1,7,62817
2022-09-06,U0246,Pay,0.0,1,61912
2022-09-06,U0323,Card,0.1,2,73173
2022-09-07,U0642,Card,0.0,16,17088
2022-09-07,U0604,Transfer,0.15,34,22907
2022-09-07,U0641,Pay,0.0,19,30955
2022-09-07,U0636,Card,0.0,40,47255
2022-09-07,U0613,Transfer,0.0,33,40743
2022-09-07,U0607,Pay,0.0,4,36183
2022-09-07,U0605,Card,0.0,20,60940
2022-09-07,U0588,Pay,0.0,21,71114
2022-09-07,U0501,Card,0.0,11,84771
2022-09-07,U0567,,0.0,12,43943
2022-09-07,U0555,Card,0.0,24,26964
2022-09-07,U0548,Card,0.0,18,100305
2022-09-07,U0527,Card,0.0,5,37306
2022-09-07,U0521,Card,0.0,5,19678
2022-09-07,U0503,Pay,0.0,22,85627
2022-09-07,U0650,Pay,0.0,14,55517
2022-09-07,U0570,Card,0.25,20,24398
2022-09-07,U0652,Card,0.0,23,42413
2022-09-07,U0797,Transfer,0.0,29,43116
2022-09-07,U0658,Card,0.0,15,38844
2022-09-07,U0499,,0.0,19,112660
2022-09-07,U0787,Pay,0.2,23,66440
2022-09-07,U0778,Card,0.0,26,84235
2022-09-07,U0777,Card,0.2,7,53634
2022-09-07,U0771,Card,0.0,12,2000
2022-09-07,U0768,Pay,0.15,25,17475
2022-09-07,U0767,Card,0.2,16,47391
2022-09-07,U0653,Card,0.0,31,48771
2022-09-07,U0740,Pay,0.0,16,133192
2022-09-07,U0723,Card,0.2,12,39310
2022-09-07,U0722,Card,0.0,11,50199
2022-09-07,U0699,Pay,0.0,15,49980
2022-09-07,U0693,Card,0.0,16,67536
2022-09-07,U0683,Card,0.0,25,69308
2022-09-07,U0677,Pay,0.05,25,70757
2022-09-07,U0665,Pay,0.2,2,28423
2022-09-07,U0726,Card,0.0,1,72085
2022-09-07,U0497,Pay,0.25,28,23029
2022-09-07,U0030,Card,0.0,17,15024
2022-09-07,U0463,Card,0.0,9,71424
2022-09-07,U0209,Card,0.0,19,106623
2022-09-07,U0181,Card,0.1,23,43032
2022-09-07,U0156,Voucher,0.1,20,25532
2022-09-07,U0142,Pay,0.0,22,100310
2022-09-07,U0135,Pay,0.0,13,40362
2022-09-07,U0121,Card,0.0,6,86716
2022-09-07,U0120,Transfer,0.0,1,35444
2022-09-07,U0222,Pay,0.0,9,83530
2022-09-07,U0116,Card,0.0,1,74058
2022-09-07,U0107,Pay,0.0,10,87215
2022-09-07,U0100,Card,0.0,12,37610
2022-09-07,U0088,Card,0.0,15,14202
2022-09-07,U0061,Pay,0.0,49,97982
2022-09-07,U0038,Transfer,0.0,2,69819
2022-09-07,U0015,Pay,0.0,16,52998
2022-09-07,U0482,Card,0.05,12,50524
2022-09-07,U0110,Transfer,0.0,11,100179
2022-09-07,U0253,Transfer,0.0,15,56991
2022-09-07,U0007,Card,0.0,19,22399
2022-09-07,U0289,Card,0.0,15,13950
2022-09-07,U0286,Transfer,0.0,16,36247
2022-09-07,U0454,Pay,0.0,11,52256
2022-09-07,U0442,Pay,0.2,29,2000
2022-09-07,U0441,Card,0.1,26,17585
2022-09-07,U0424,Card,0.2,25,29818
2022-09-07,U0409,Voucher,0.3,16,25380
2022-09-07,U0404,Card,0.0,11,51928
2022-09-07,U0399,Card,0.0,22,12230
2022-09-07,U0461,Card,0.0,17,85289
2022-09-07,U0368,Transfer,0.0,1,26341
2022-09-07,U0354,Pay,0.25,25,16434
2022-09-07,U0348,Card,0.0,13,75157
2022-09-07,U0334,Voucher,0.0,20,74705
2022-09-07,U0324,Card,0.0,11,32009
2022-09-07,U0322,Card,0.0,23,31370
2022-09-07,U0291,Pay,0.0,19,33694
2022-09-07,U0380,Card,0.05,21,45570
2022-09-08,U0570,Pay,0.0,29,20202
2022-09-08,U0557,Pay,0.05,28,26838
2022-09-08,U0529,,0.0,29,38916
2022-09-08,U0520,Card,0.15,20,36867
2022-09-08,U0518,Card,0.0,38,32253
2022-09-08,U0512,Pay,0.15,14,25788
2022-09-08,U0501,Pay,0.0,13,105519
2022-09-08,U0469,Card,0.0,32,32953
2022-09-08,U0483,Pay,0.0,29,61859
2022-09-08,U0451,Card,0.1,18,76818
2022-09-08,U0419,Voucher,0.0,27,108627
2022-09-08,U0416,Card,0.0,25,73777
2022-09-08,U0397,Card,0.0,23,39931
2022-09-08,U0579,Card,0.05,12,69052
2022-09-08,U0381,Pay,0.0,1,2000
2022-09-08,U0497,Transfer,0.15,38,31296
2022-09-08,U0586,Card,0.0,32,48089
2022-09-08,U0677,Card,0.2,15,36698
2022-09-08,U0591,Transfer,0.0,22,109903
2022-09-08,U0379,,0.25,16,35963
2022-09-08,U0788,Card,0.0,15,61838
2022-09-08,U0783,Card,0.15,1,25078
2022-09-08,U0741,Transfer,0.0,21,73956
2022-09-08,U0721,Card,0.1,20,44613
2022-09-08,U0720,Pay,0.0,5,46547
2022-09-08,U0719,Card,0.0,19,90269
2022-09-08,U0587,Voucher,0.0,18,20447
2022-09-08,U0705,Pay,0.0,10,32030
2022-09-08,U0689,Card,0.0,18,60927
2022-09-08,U0659,Card,0.0,12,51256
2022-09-08,U0643,Pay,0.0,25,77458
2022-09-08,U0639,Card,0.0,19,82358
2022-09-08,U0606,,0.0,18,98036
2022-09-08,U0605,Transfer,0.0,9,46772
2022-09-08,U0592,Transfer,0.0,9,21706
2022-09-08,U0698,Card,0.0,8,25184
2022-09-08,U0377,Card,0.0,1,81932
2022-09-08,U0732,Pay,0.05,19,26367
2022-09-08,U0369,Card,0.1,29,2000
2022-09-08,U0130,Pay,0.1,22,42481
2022-09-08,U0127,Transfer,0.0,1,21166
2022-09-08,U0125,Voucher,0.1,32,48845
2022-09-08,U0123,Transfer,0.0,14,191449
2022-09-08,U0113,Card,0.3,14,26544
2022-09-08,U0111,Transfer,0.0,8,56653
2022-09-08,U0104,Card,0.0,15,110594
2022-09-08,U0155,Card,0.2,4,27480
2022-09-08,U0081,Card,0.0,11,14401
2022-09-08,U0070,Pay,0.2,5,15260
2022-09-08,U0064,Card,0.0,13,2000
2022-09-08,U0057,Card,0.0,7,58348
2022-09-08,U0373,Card,0.05,12,74102
2022-09-08,U0049,Pay,0.0,31,68739
2022-09-08,U0045,Card,0.2,20,36427
2022-09-08,U0001,Pay,0.0,19,90810
2022-09-08,U0079,Pay,0.0,8,45609
2022-09-08,U0156,Transfer,0.2,25,26177
2022-09-08,U0078,Card,0.0,12,85030
2022-09-08,U0199,Card,0.1,12,72257
2022-09-08,U0175,Transfer,0.0,15,89368
2022-09-08,U0354,Card,0.2,24,14982
2022-09-08,U0340,Pay,0.2,27,20452
2022-09-08,U0336,Pay,0.25,8,38389
2022-09-08,U0311,Pay,0.0,20,38601
2022-09-08,U0307,Voucher,0.0,38,32788
2022-09-08,U0298,Card,0.0,23,61530
2022-09-08,U0291,Card,0.0,17,72023
2022-09-08,U0310,Transfer,0.0,12,33078
2022-09-08,U0273,Pay,0.0,15,36191
2022-09-08,U0259,Voucher,0.0,11,44544
2022-09-08,U0252,Pay,0.0,14,75750
2022-09-08,U0231,Pay,0.1,1,47898
2022-09-08,U0225,Transfer,0.2,13,22321
2022-09-08,U0222,Card,0.0,16,31822
2022-09-08,U0288,Card,0.25,10,43671
2022-09-08,U0210,Pay,0.25,16,39122
2022-09-09,U0628,Card,0.0,13,125209
2022-09-09,U0542,Card,0.0,23,86565
2022-09-09,U0549,Card,0.0,19,32561
2022-09-09,U0553,Pay,0.0,19,16093
2022-09-09,U0614,Card,0.0,6,60611
2022-09-09,U0607,Pay,0.0,24,51337
2022-09-09,U0612,Transfer,0.0,12,27871
2022-09-09,U0539,Pay,0.0,19,53504
2022-09-09,U0584,Voucher,0.15,28,28475
2022-09-09,U0536,Pay,0.0,16,39038
2022-09-09,U0397,Card,0.0,14,57288
2022-09-09,U0505,Card,0.0,35,43321
2022-09-09,U0503,Card,0.0,10,55096
2022-09-09,U0495,Card,0.0,13,63159
2022-09-09,U0486,Card,0.0,19,35041
2022-09-09,U0423,Transfer,0.0,28,68007
2022-09-09,U0420,Card,0.2,24,27725
2022-09-09,U0418,Card,0.15,15,44980
2022-09-09,U0391,Card,0.0,8,47868
2022-09-09,U0388,Pay,0.0,19,68556
2022-09-09,U0633,Card,0.0,46,94080
2022-09-09,U0513,,0.3,22,40115
2022-09-09,U0635,Card,0.1,1,70513
2022-09-09,U0776,Pay,0.3,18,17837
2022-09-09,U0647,Pay,0.1,21,14899
2022-09-09,U0796,Pay,0.15,29,40941
2022-09-09,U0788,Card,0.0,16,14667
2022-09-09,U0783,Card,0.2,5,31979
2022-09-09,U0778,Card,0.0,20,77803
2022-09-09,U0383,Card,0.0,13,45520
2022-09-09,U0772,Pay,0.0,16,127351
2022-09-09,U0762,Card,0.0,1,48697
2022-09-09,U0759,Card,0.0,4,52729
2022-09-09,U0748,Pay,0.0,4,48605
2022-09-09,U0740,Transfer,0.0,34,164973
2022-09-09,U0736,Card,0.0,8,120376
2022-09-09,U0732,Transfer,0.3,20,35320
2022-09-09,U0726,Card,0.0,12,38667
2022-09-09,U0713,Card,0.0,38,61584
2022-09-09,U0706,Voucher,0.0,2,35967
2022-09-09,U0698,Card,0.0,22,58878
2022-09-09,U0693,Card,0.0,16,69127
2022-09-09,U0680,Card,0.0,18,91106
2022-09-09,U0660,Pay,0.0,45,73995
2022-09-09,U0659,Card,0.0,13,98813
2022-09-09,U0651,Card,0.2,12,39037
2022-09-09,U0640,Card,0.0,6,77744
2022-09-09,U0372,Card,0.0,30,45225
2022-09-09,U0462,Card,0.0,31,67304
2022-09-09,U0349,Voucher,0.2,18,2000
2022-09-09,U0150,Card,0.0,3,77505
2022-09-09,U0131,,0.0,40,115673
2022-09-09,U0123,,0.0,21,109550
2022-09-09,U0120,Transfer,0.2,9,18916
2022-09-09,U0110,Voucher,0.0,30,138569
2022-09-09,U0109,Transfer,0.0,13,9962
2022-09-09,U0107,Card,0.0,10,58862
2022-09-09,U0091,Pay,0.0,22,30912
2022-09-09,U0087,Card,0.2,1,16675
2022-09-09,U0080,Card,0.0,28,64284
2022-09-09,U0074,Card,0.25,22,25115
2022-09-09,U0062,Card,0.0,3,19640
2022-09-09,U0061,Transfer,0.0,42,69907
2022-09-09,U0058,Card,0.0,14,58883
2022-09-09,U0047,Card,0.0,9,111095
2022-09-09,U0042,Transfer,0.0,35,38363
2022-09-09,U0039,Card,0.25,6,37358
2022-09-09,U0038,Card,0.0,8,89762
2022-09-09,U0019,Card,0.15,6,14243
2022-09-09,U0011,Pay,0.0,27,83424
2022-09-09,U0351,Card,0.0,23,37727
2022-09-09,U0160,Transfer,0.0,22,41330
2022-09-09,U0168,Pay,0.0,26,46956
2022-09-09,U0083,Pay,0.0,23,42554
2022-09-09,U0179,Card,0.0,14,40806
2022-09-09,U0346,Card,0.0,23,86354
2022-09-09,U0170,Pay,0.0,24,90440
2022-09-09,U0338,Pay,0.0,19,71244
2022-09-09,U0336,Pay,0.3,14,24413
2022-09-09,U0312,Transfer,0.2,35,25779
2022-09-09,U0309,Card,0.2,16,54825
2022-09-09,U0305,Card,0.05,25,80852
2022-09-09,U0301,Transfer,0.0,19,70793
2022-09-09,U0294,Transfer,0.0,18,105912
2022-09-09,U0293,Pay,0.0,11,60274
2022-09-09,U0276,Card,0.1,34,55185
2022-09-09,U0289,Transfer,0.25,6,24440
2022-09-09,U0271,Pay,0.0,1,79946
2022-09-09,U0267,Voucher,0.0,20,31864
2022-09-09,U0263,Card,0.1,3,71078
2022-09-09,U0251,Card,0.0,17,111609
2022-09-09,U0239,Voucher,0.3,23,27710
2022-09-09,U0219,Pay,0.1,22,46633
2022-09-09,U0215,Pay,0.0,21,72127
2022-09-09,U0203,Card,0.0,26,26709
2022-09-09,U0192,Card,0.0,22,50678
2022-09-09,U0180,Card,0.0,41,100592
2022-09-10,U0584,Transfer,0.0,25,36183
2022-09-10,U0549,,0.0,25,34328
2022-09-10,U0571,Card,0.1,32,49482
2022-09-10,U0529,Transfer,0.0,23,45578
2022-09-10,U0585,Card,0.0,4,66237
